"GEOID","GEO.display.label","pop","pop.white","pop.not.white","pct.white","pct.not.white"
42003010300,42003010300,6600,4345,2255,0.658333333333333,0.341666666666667
42003020100,42003020100,3629,2706,923,0.745659961421879,0.254340038578121
42003040200,42003040200,2604,1373,1231,0.527265745007681,0.472734254992319
42003040400,42003040400,2488,1518,970,0.610128617363344,0.389871382636656
42003040600,42003040600,2392,1965,427,0.821488294314381,0.178511705685619
42003040900,42003040900,2969,2022,947,0.681037386325362,0.318962613674638
42003060300,42003060300,2341,1649,692,0.704399829132849,0.295600170867151
42003060500,42003060500,1274,1056,218,0.828885400313972,0.171114599686028
42003070800,42003070800,1705,1265,440,0.741935483870968,0.258064516129032
42003070900,42003070900,4934,2965,1969,0.600932306445075,0.399067693554925
42003080200,42003080200,1679,1514,165,0.90172721858249,0.0982727814175104
42003080400,42003080400,1369,1033,336,0.754565376186998,0.245434623813002
42003080600,42003080600,1998,1643,355,0.822322322322322,0.177677677677678
42003080700,42003080700,1785,1120,665,0.627450980392157,0.372549019607843
42003080900,42003080900,1767,1352,415,0.765138653084324,0.234861346915676
42003090100,42003090100,1843,1541,302,0.836136733586544,0.163863266413456
42003090200,42003090200,2635,2317,318,0.879316888045541,0.120683111954459
42003100500,42003100500,2079,600,1479,0.288600288600289,0.711399711399711
42003101100,42003101100,2669,1754,915,0.657174971899588,0.342825028100412
42003101400,42003101400,3346,2652,694,0.792588164973102,0.207411835026898
42003110600,42003110600,2406,1735,671,0.721113881961762,0.278886118038238
42003111300,42003111300,2639,659,1980,0.249715801439939,0.750284198560061
42003130100,42003130100,1910,47,1863,0.0246073298429319,0.975392670157068
42003130200,42003130200,1370,21,1349,0.0153284671532847,0.984671532846715
42003140100,42003140100,5476,3668,1808,0.669831994156318,0.330168005843682
42003140200,42003140200,2447,1801,646,0.736003269309358,0.263996730690642
42003140500,42003140500,2054,721,1333,0.351022395326193,0.648977604673807
42003141000,42003141000,928,857,71,0.923491379310345,0.0765086206896551
42003141100,42003141100,1361,1226,135,0.900808229243203,0.0991917707567965
42003141300,42003141300,5177,4061,1116,0.784431137724551,0.215568862275449
42003151700,42003151700,4931,4253,678,0.862502534982762,0.137497465017238
42003160900,42003160900,2872,2587,285,0.900766016713092,0.099233983286908
42003170200,42003170200,3725,3555,170,0.954362416107383,0.0456375838926174
42003170600,42003170600,1864,1658,206,0.889484978540773,0.110515021459227
42003180300,42003180300,2500,1485,1015,0.594,0.406
42003180700,42003180700,2011,1537,474,0.764296369965191,0.235703630034809
42003191400,42003191400,2796,2416,380,0.864091559370529,0.135908440629471
42003191500,42003191500,2047,1760,287,0.859794821690278,0.140205178309722
42003191600,42003191600,4295,3374,921,0.785564610011641,0.214435389988359
42003191900,42003191900,2183,1994,189,0.913421896472744,0.086578103527256
42003192000,42003192000,3679,3080,599,0.837184017396032,0.162815982603968
42003210700,42003210700,2130,340,1790,0.15962441314554,0.84037558685446
42003220600,42003220600,1833,1018,815,0.555373704309875,0.444626295690125
42003241200,42003241200,884,703,181,0.79524886877828,0.20475113122172
42003250300,42003250300,1090,421,669,0.386238532110092,0.613761467889908
42003260200,42003260200,2285,1526,759,0.667833698030635,0.332166301969365
42003260700,42003260700,1744,993,751,0.569380733944954,0.430619266055046
42003261200,42003261200,1051,866,185,0.823977164605138,0.176022835394862
42003261500,42003261500,1672,478,1194,0.285885167464115,0.714114832535885
42003262000,42003262000,2648,1799,849,0.679380664652568,0.320619335347432
42003270100,42003270100,2649,1941,708,0.73272933182333,0.26727066817667
42003270400,42003270400,1079,546,533,0.506024096385542,0.493975903614458
42003270800,42003270800,2651,2147,504,0.809883062995096,0.190116937004904
42003281500,42003281500,1462,1179,283,0.806429548563611,0.193570451436389
42003300100,42003300100,3747,1603,2144,0.427808913797705,0.572191086202295
42003310200,42003310200,3227,3131,96,0.970251007127363,0.0297489928726371
42003320400,42003320400,1994,1853,141,0.929287863590772,0.0707121364092277
42003320600,42003320600,2261,2067,194,0.914197257850509,0.0858027421494914
42003320700,42003320700,1650,1570,80,0.951515151515152,0.0484848484848485
42003401100,42003401100,4447,4317,130,0.970766809084776,0.0292331909152237
42003401200,42003401200,3272,2828,444,0.864303178484108,0.135696821515892
42003401300,42003401300,2742,2663,79,0.971188913202042,0.0288110867979577
42003402000,42003402000,3260,3040,220,0.932515337423313,0.0674846625766872
42003406000,42003406000,2376,2326,50,0.978956228956229,0.0210437710437711
42003407002,42003407002,6597,6481,116,0.98241624981052,0.0175837501894801
42003408001,42003408001,4769,4625,144,0.96980499056406,0.0301950094359404
42003408002,42003408002,6331,6105,226,0.964302637813931,0.0356973621860686
42003409000,42003409000,11497,10701,796,0.930764547273202,0.0692354527267983
42003410000,42003410000,1171,1140,31,0.973526900085397,0.0264730999146029
42003411000,42003411000,6915,6254,661,0.904410701373825,0.0955892986261749
42003412001,42003412001,8605,7196,1409,0.836257989540965,0.163742010459035
42003413100,42003413100,6609,5883,726,0.890149795733091,0.109850204266909
42003413201,42003413201,3737,3494,243,0.934974578538935,0.065025421461065
42003413202,42003413202,2866,2757,109,0.961967899511514,0.0380321004884857
42003413300,42003413300,4742,4476,266,0.943905525094897,0.0560944749051033
42003413400,42003413400,4339,4002,337,0.922332334639318,0.0776676653606821
42003413500,42003413500,6164,5527,637,0.896658014276444,0.103341985723556
42003414101,42003414101,5358,5178,180,0.966405375139978,0.0335946248600224
42003414102,42003414102,7040,6660,380,0.946022727272727,0.0539772727272727
42003414200,42003414200,5965,5792,173,0.970997485331098,0.0290025146689019
