"GEOID","GEO.display.label","pop","pop.white","pop.not.white","pct.white","pct.not.white"
39017011200,39017011200,7802,7275,527,0.932453217123814,0.0675467828761855
39017011300,39017011300,5044,4513,531,0.894726407613006,0.105273592386994
39017011800,39017011800,5845,5703,142,0.975705731394354,0.0242942686056459
39017012100,39017012100,3245,3179,66,0.979661016949153,0.0203389830508475
39017012200,39017012200,3226,2942,284,0.911965282083075,0.088034717916925
39017012300,39017012300,2028,1917,111,0.945266272189349,0.0547337278106509
39017012400,39017012400,2322,2216,106,0.954349698535745,0.045650301464255
39017012500,39017012500,4812,4320,492,0.897755610972569,0.102244389027431
39017012600,39017012600,2467,2286,181,0.926631536278881,0.0733684637211187
39017012700,39017012700,2983,2764,219,0.926583975863225,0.0734160241367751
39017013100,39017013100,2105,906,1199,0.430403800475059,0.569596199524941
39017013200,39017013200,3327,2811,516,0.844905320108206,0.155094679891794
39017013300,39017013300,2134,2019,115,0.946110590440487,0.0538894095595126
39017013500,39017013500,2876,2585,291,0.898817802503477,0.101182197496523
39017013600,39017013600,5064,3936,1128,0.777251184834123,0.222748815165877
39017014000,39017014000,2687,1590,1097,0.591737997767026,0.408262002232974
39017014100,39017014100,2276,1893,383,0.831722319859402,0.168277680140598
39017014300,39017014300,4574,4475,99,0.978355924792304,0.0216440752076956
39017014400,39017014400,1882,1559,323,0.828374070138151,0.171625929861849
39017015100,39017015100,6818,6495,323,0.952625403344089,0.0473745966559108
39023002000,39023002000,2205,2127,78,0.964625850340136,0.035374149659864
39023002701,39023002701,3173,2945,228,0.92814371257485,0.0718562874251497
39023002702,39023002702,2681,2329,352,0.868705706825811,0.131294293174189
39023003002,39023003002,3574,3455,119,0.96670397313934,0.0332960268606604
39023003101,39023003101,2517,2400,117,0.953516090584029,0.0464839094159714
39023003102,39023003102,1878,1821,57,0.969648562300319,0.0303514376996805
39057200101,39057200101,2481,2124,357,0.856106408706167,0.143893591293833
39057200103,39057200103,3713,2853,860,0.768381362779424,0.231618637220576
39057200104,39057200104,6615,4646,1969,0.702343159486017,0.297656840513983
39057200300,39057200300,3907,3526,381,0.902482723317123,0.0975172766828769
39057200500,39057200500,5048,4553,495,0.901941362916006,0.0980586370839936
39057200600,39057200600,3557,3197,360,0.898791116109081,0.101208883890919
39057200700,39057200700,4520,3679,841,0.813938053097345,0.186061946902655
39057200900,39057200900,5655,5095,560,0.900972590627763,0.099027409372237
39057210100,39057210100,5501,4218,1283,0.76676967824032,0.23323032175968
39057210200,39057210200,7897,7359,538,0.931872863112574,0.0681271368874256
39057210300,39057210300,3585,3379,206,0.942538354253835,0.0574616457461645
39057210500,39057210500,5500,4911,589,0.892909090909091,0.107090909090909
39057210601,39057210601,8431,7143,1288,0.847230459020282,0.152769540979718
39057210602,39057210602,5400,4972,428,0.920740740740741,0.0792592592592593
39057210603,39057210603,5904,5219,685,0.883976964769648,0.116023035230352
39057220100,39057220100,7698,7322,376,0.951156144453105,0.0488438555468953
39057220200,39057220200,7553,6905,648,0.914206275652059,0.0857937243479412
