"GEOID","GEO.display.label","pop","pop.white","pop.not.white","pct.white","pct.not.white"
36011040100,36011040100,4700,4567,133,0.971702127659574,0.0282978723404256
36011040400,36011040400,4464,4339,125,0.971998207885305,0.0280017921146953
36011040500,36011040500,3267,3216,51,0.984389348025712,0.0156106519742883
36011040600,36011040600,3595,3426,169,0.952990264255911,0.0470097357440891
36011040800,36011040800,4820,4088,732,0.848132780082988,0.151867219917012
36011040900,36011040900,4063,3972,91,0.977602756583805,0.022397243416195
36011041100,36011041100,4349,4204,145,0.966659002069441,0.0333409979305588
36011041300,36011041300,3898,3512,386,0.900974858902001,0.099025141097999
36011041400,36011041400,4879,4547,332,0.931953269112523,0.0680467308874769
36011041500,36011041500,2890,2675,215,0.92560553633218,0.0743944636678201
36011041800,36011041800,4677,3988,689,0.852683344023947,0.147316655976053
36023970100,36023970100,3715,3613,102,0.972543741588156,0.0274562584118438
36023970200,36023970200,5830,5683,147,0.974785591766724,0.0252144082332761
36053030501,36053030501,3172,3019,153,0.951765447667087,0.048234552332913
36053030502,36053030502,3914,3837,77,0.980327031170158,0.0196729688298416
36053030800,36053030800,3895,3725,170,0.956354300385109,0.0436456996148908
36053940101,36053940101,2736,2566,170,0.937865497076023,0.0621345029239766
36053940102,36053940102,4977,4749,228,0.954189270644967,0.0458107293550332
36053940103,36053940103,3680,3407,273,0.925815217391304,0.0741847826086957
36053940200,36053940200,3525,3411,114,0.967659574468085,0.0323404255319149
36053940300,36053940300,5597,5367,230,0.958906557084152,0.0410934429158478
36053940401,36053940401,7309,7149,160,0.978109180462444,0.0218908195375564
36053940403,36053940403,4949,4756,193,0.961002222671247,0.0389977773287533
36053940600,36053940600,7129,6888,241,0.966194417169308,0.0338055828306916
36053940700,36053940700,3081,3008,73,0.976306394027913,0.023693605972087
36065024400,36065024400,4037,3922,115,0.971513500123854,0.0284864998761456
36065024500,36065024500,4934,4837,97,0.980340494527767,0.0196595054722335
36065940000,36065940000,3071,3007,64,0.979159882774341,0.0208401172256594
36065940100,36065940100,6293,6063,230,0.963451453996504,0.036548546003496
36065940200,36065940200,5367,5193,174,0.967579653437675,0.0324203465623253
36067000200,36067000200,3545,2377,1168,0.670521861777151,0.329478138222849
36067000300,36067000300,1561,1254,307,0.803331197950032,0.196668802049968
36067000400,36067000400,3707,3043,664,0.820879417318586,0.179120582681414
36067000700,36067000700,1853,916,937,0.494333513221802,0.505666486778197
36067000800,36067000800,2647,1548,1099,0.584812995844352,0.415187004155648
36067000900,36067000900,3078,2661,417,0.864522417153996,0.135477582846004
36067001000,36067001000,4004,2753,1251,0.687562437562438,0.312437562437562
36067001400,36067001400,3099,1293,1806,0.417231364956438,0.582768635043562
36067001500,36067001500,2748,1157,1591,0.421033478893741,0.578966521106259
36067001600,36067001600,2983,2024,959,0.678511565538049,0.321488434461951
36067001701,36067001701,2438,1544,894,0.633305988515176,0.366694011484824
36067001702,36067001702,2526,1863,663,0.737529691211401,0.262470308788599
36067001800,36067001800,2682,2128,554,0.793437733035048,0.206562266964952
36067001900,36067001900,3894,3384,510,0.869029275808937,0.130970724191063
36067002000,36067002000,2264,1806,458,0.797703180212014,0.202296819787986
36067002101,36067002101,2791,1726,1065,0.618416338230025,0.381583661769975
36067002700,36067002700,1879,1630,249,0.867482703565726,0.132517296434274
36067002901,36067002901,2683,2391,292,0.891166604547149,0.108833395452851
36067003000,36067003000,2111,689,1422,0.326385599242065,0.673614400757935
36067003200,36067003200,2146,1096,1050,0.51071761416589,0.48928238583411
36067003500,36067003500,2673,961,1712,0.359521137298915,0.640478862701085
36067003601,36067003601,2404,483,1921,0.200915141430948,0.799084858569052
36067003800,36067003800,2520,1177,1343,0.467063492063492,0.532936507936508
36067003900,36067003900,3602,1185,2417,0.328983897834536,0.671016102165464
36067004000,36067004000,1580,532,1048,0.336708860759494,0.663291139240506
36067004301,36067004301,1510,768,742,0.508609271523179,0.491390728476821
36067004400,36067004400,2418,1966,452,0.813068651778329,0.186931348221671
36067004900,36067004900,1588,981,607,0.617758186397985,0.382241813602015
36067005000,36067005000,2735,1977,758,0.722851919561243,0.277148080438757
36067005100,36067005100,2434,619,1815,0.254313886606409,0.745686113393591
36067005200,36067005200,2127,224,1903,0.105312646920545,0.894687353079455
36067005400,36067005400,2761,239,2522,0.0865628395508874,0.913437160449113
36067005500,36067005500,3729,1630,2099,0.437114507910968,0.562885492089032
36067005602,36067005602,2483,1585,898,0.638340716874748,0.361659283125252
36067005700,36067005700,1956,805,1151,0.411554192229039,0.588445807770961
36067005800,36067005800,2510,248,2262,0.098804780876494,0.901195219123506
36067005900,36067005900,1834,268,1566,0.146128680479826,0.853871319520174
36067006000,36067006000,3646,1866,1780,0.511793746571585,0.488206253428415
36067006101,36067006101,4096,1582,2514,0.38623046875,0.61376953125
36067006102,36067006102,2118,1220,898,0.576015108593012,0.423984891406988
36067006103,36067006103,2545,1909,636,0.750098231827112,0.249901768172888
36067010321,36067010321,2784,2626,158,0.943247126436782,0.0567528735632183
36067010400,36067010400,3932,3746,186,0.952695829094608,0.0473041709053916
36067010500,36067010500,2447,2327,120,0.950960359624029,0.0490396403759705
36067010700,36067010700,1991,1891,100,0.949773982923154,0.0502260170768458
36067010800,36067010800,4809,4478,331,0.931170721563735,0.0688292784362653
36067010900,36067010900,2295,2178,117,0.949019607843137,0.0509803921568628
36067011011,36067011011,3371,3147,224,0.933550875111243,0.0664491248887571
36067011012,36067011012,3769,3286,483,0.871849296895728,0.128150703104272
